date,title,content,heart,interest,view,price,temperature,seller,sold,image,region,url
27/05/2026,포켓몬30주년띠부씰1세대아트워크교환,"포켓몬빵 30주년 띠부씰 아트웍 교환합니다
첫번째 띠부씰로 두번째 사진에 파란색 표시된 띠부씰로 교환합니다!!

판매도 가능하니 연락주세요!",3,3,128,2000,42.9,돔돔,판매중,2,서울시 성동구 성수2가제3동,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-1%EC%84%B8%EB%8C%80-%EC%95%84%ED%8A%B8%EC%9B%8C%ED%81%AC-%EA%B5%90%ED%99%98-kpganegg7xmd/
14/05/2026,포켓몬30주년띠부씰나옹,"포켓몬 30주년 기념 띠부씰 나옹이에요
52번 나옹이랍니다
소장 가치가 높은 띠부씰이에요
포켓몬 팬이라면 놓칠 수 없는 기회예요",0,0,20,2000,36.3,오짱구,판매중,1,경기 성남시 중원구 상대원2동,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-%EB%82%98%EC%98%B9-oq3q74yqoxr2/
17/04/2026,포켓몬30주년띠부씰잉어킹,"포켓몬 30주년 기념 띠부씰 잉어킹이에요
사진에서 보이는 것처럼 잉어킹이 그려져 있어요
소장 가치가 높은 띠부씰이랍니다
포켓몬 띠부씰 컬렉션을 완성하고 싶으신 분들께 추천드려요",0,1,18,2000,37.1,노란빡빡이,판매완료,1,경기 김포시 풍무동,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-%EC%9E%89%EC%96%B4%ED%82%B9-dfq917scqt5g/
22/05/2026,포켓몬30주년띠부씰프리져,포켓몬 30주년 기념 띠부씰 프리져 입니다,0,3,50,2000,38.2,홍홍,판매중,1,경기 고양시 덕양구 덕은동,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-%ED%94%84%EB%A6%AC%EC%A0%B8-jtd6rgpbqckn/
28/04/2026,"포켓몬30주년띠부씰세레비,애몽가,토게피","포켓몬 30주년 기념 띠부씰 세 개를 판매해요
세레비, 애몽가, 토게피가 그려져 있어요
소장 가치가 높은 특별한 띠부씰이에요
포켓몬 팬이라면 놓칠 수 없는 기회랍니다

세레비 2천원
에몽가 5천원
토게비 3천원

일괄구매는 8천원에 판매합니다!
교환,환불안됩니다 

반값택배 2천원
일반택배 3천원입니다 ",1,1,45,2000,66.1,직거래만가능해요,판매완료,1,부산 부산진구 당감제1동,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-%EC%84%B8%EB%A0%88%EB%B9%84-%EC%95%A0%EB%AA%BD%EA%B0%80-%ED%86%A0%EA%B2%8C%ED%94%BC-1m1dusj1eoyu/
19/05/2026,포켓몬30주년띠부씰푸린,"포켓몬 30주년 푸린 스티커입니다! 

교환해주실분, 구매하실분 찾습니다~!",0,1,17,2000,45.7,냐옹,판매완료,1,서울시 송파구 방이2동,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-%ED%91%B8%EB%A6%B0-jo7i3vud7met/
09/05/2026,포켓몬30주년띠부씰,포켓몬 30주년 기념띠부씰,5,4,143,2000,47.1,당근당근,판매완료,1,대구 동구 효목2동,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-og6heyempcsf/
08/05/2026,포켓몬30주년띠부씰,"1번째 것들로 30주년 띠부씰 판매 및 교환합니다!

연락 주시면 구매도 하겠습니다!

판매는 개별로 2000원에 판매합니다!!

두번째 사진에서 색칠 안 되어 있는거랑 교환합니다!

많은 문의 주세요!",6,4,1148,2000,41.5,아아라닌,판매중,2,부산 부산진구 가야제2동,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-1gkjgcgiv9xt/
23/05/2026,포켓몬30주년띠부씰미개봉고라파덕팝니다.,"포켓몬 30주년 기념 고라파덕 띠부씰 (미개봉) 팝니다.
가격제시 받아요.
",1,1,49,2000,37.1,byeol,판매중,1,경북 포항시 북구 두호동,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-%EB%AF%B8%EA%B0%9C%EB%B4%89-%EA%B3%A0%EB%9D%BC%ED%8C%8C%EB%8D%95-%ED%8C%9D%EB%8B%88%EB%8B%A4-89fbbcv1tj43/
23/05/2026,뉴포켓몬30주년띠부씰판매/교환,"중복 없는거로 교환 구해요 !

판매시 개당 2,000",2,0,102,2000,41.4,뚱이,판매완료,1,경기 오산시 원동,https://www.daangn.com/kr/buy-sell/%EB%89%B4-%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-%ED%8C%90%EB%A7%A4-%EA%B5%90%ED%99%98-srd14n4724ed/
15/05/2026,포켓몬30주년띠부씰파치리스,문고리거래합니다,0,1,11,2000,42.9,Sassssh,판매중,1,인천 연수구 송도동,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-%ED%8C%8C%EC%B9%98%EB%A6%AC%EC%8A%A4-wijo4gx59djp/
