date,title,content,heart,interest,view,price,temperature,seller,sold,image,region,url
05/05/2026,콘스탄틴어베인픽시블랙자전거,"블랙 콘스탄틴 어베인 픽시 자전거
자전거 사양은 검색 부탁드립니다
자전거 거치대 포함
원하시면 헬멧 포함
하자있는 부분 사진첨부합니다
사용감있는 자전거이니 예민한 분은 피해주세요
거래 후 환불, 보상 어렵습니다
급처분 싸게 내렸어요
대차는 안해요~",10,28,848,180000,44.5,까꿍,판매중,7,경기 수원시 팔달구 화서동,https://www.daangn.com/kr/buy-sell/%EC%BD%98%EC%8A%A4%ED%83%84%ED%8B%B4-%EC%96%B4%EB%B2%A0%EC%9D%B8-%ED%94%BD%EC%8B%9C-%EB%B8%94%EB%9E%99-%EC%9E%90%EC%A0%84%EA%B1%B0-9uaj9pdkvv2m/
02/02/2026,콘스탄틴어베인픽시자전거,"콘스탄틴 어베인 픽시 자전거 판매합니다
대차 없이 판매만 합니다

핸들바, 싯포스트, 안장, 크렝크 
모두 벨로시닷 정품
브레이크 장착
뒷쪽만 있음

전반적으로 사용감이 있고, 프레임에 스크래치 및 도색 까짐이 있습니다
먹음 크랙 없습니다
안장 부분은 찢어진 부분이 있으니 사진을 참고해주세요

프론트타이어는 'thickslick'
체인 핸들바 바테입 신품 교체완료
튜브 앞 뒤 모두 신품 교체 완료

초 중급 용 입니다
바로 타실수 있습니다

중고특성상 구입후 환불 불가합니다",7,4,412,190000,46.8,닉네임없음,판매완료,10,경기 수원시 장안구 정자1동,https://www.daangn.com/kr/buy-sell/%EC%BD%98%EC%8A%A4%ED%83%84%ED%8B%B4-%EC%96%B4%EB%B2%A0%EC%9D%B8-%ED%94%BD%EC%8B%9C-%EC%9E%90%EC%A0%84%EA%B1%B0-ukq27nfkgsak/
15/01/2026,콘스탄틴픽시자전거어베인,"21년식.?급처합니다
하자조금잏어욧",5,2,433,190000,38.6,민재,판매완료,4,대구 달성군 유가읍,https://www.daangn.com/kr/buy-sell/%EC%BD%98%EC%8A%A4%ED%83%84%ED%8B%B4-%ED%94%BD%EC%8B%9C-%EC%9E%90%EC%A0%84%EA%B1%B0-%EC%96%B4%EB%B2%A0%EC%9D%B8-xehhwruzsp97/
11/01/2025,콘스탄틴어베인2018핑크,"사진과 같이 상태가 좋지는 못하지만 핑크색을 좋아하는 사람에게 좋습니다
탄지는2년조금 넘었습니다
편하게 연락 주세요
핑크색 구하기 힘든색입니다",8,4,1009,190000,38.5,꿀뀰,판매완료,6,강원 춘천시 석사동,https://www.daangn.com/kr/buy-sell/%EC%BD%98%EC%8A%A4%ED%83%84%ED%8B%B4%EC%96%B4%EB%B2%A0%EC%9D%B8-2018-%ED%95%91%ED%81%AC-aw87tosipmoq/
01/05/2026,콘스탄틴어베인반차개급처,"콘스탄틴 어베인 반차 급처합니다
하자는 뒷삼각이랑 탑튜브에 도까있고 중간에 도까 큰거있습니다
구성은 토식스템, 벨로시닷크랭크 제논체인링시마노540클페 말고는 순정입니다 급처때립니다사기전에 고민하고오세요 채팅하고 고민하지말고",1,10,337,190000,45.7,꿀매,판매완료,7,부산 수영구 망미제1동,https://www.daangn.com/kr/buy-sell/%EC%BD%98%EC%8A%A4%ED%83%84%ED%8B%B4-%EC%96%B4%EB%B2%A0%EC%9D%B8-%EB%B0%98%EC%B0%A8-%EA%B0%9C%EA%B8%89%EC%B2%98-dwb1njg4v574/
30/08/2024,2022년식콘스탄틴어베인팝니다,"가격어그로
구성:벨로시닷 40림 그 외 올순정
키 150~165정도면 무난하게 탈 수 있음
속도계(케이던스 센서 등 포함),Eba 알카 불혼바 포함(잔기스,바테잎 자국 있음)
먹음 X 크랙X 하자는 사진에 있는 안장까짐,그 외 도까는 전부 매니큐어로 가림
판매 43
대차 X
네고 가능
그 외 수도권 배달 가능(비용 1.5)
직거는 일산역,주엽역
거파금 1



검색용

3t,써벨로,룩,리파인드,라피에르,카베자메리다,리더,언노운,콘스탄틴,벨로모빌,리컴번트,비앙키,짚,앙카,도스노벤타 스컬트라,리엑토,리엑토 멕라렌 람보르기니,페라리,오토바이,각기
ZIPP,이즈미,스기노,라케타,시마노,신형,피나렐로,신품,트랙,트렉,첼로,인터프로,펠트,리들리,bmc,kmc,아르곤18,위아위스,엔진11,88림,디스크휠, 로드,픽시,mtb,풀샥,bmx,트릭픽시,벨로모빌,리컴번트,트라이얼,그래블,경륜,소라,티아그라,프롤로고,울테그라,후지,스페셜라이즈드,에스웍스,어드벤스,투워니,클라리스,페포,카본,마빅,아르마,오발이,피직,50,30,60,90림,스턴트스쿠터,투스포크,림블랙켓,스포크,허브,볼트싯포스트,헬멧,룩l96 l96 r96 t20 396 296 464 364 바이큰,치카노,지오스,도마스
휴스턴,서울,la,도쿄,에딘버러,삼천리,에이모션,에이모션트리가,데브그루,로가스,로가스 다운타운
t4 t3 t1 t5 S3 크릿디,스프린터,불렛,볼텍스 어베인 버나드 콘스탄틴 쇼크 디스페랄 윈드시어,트위터 lv3 lv2 lv2 싱귤러리티2 져지 쫄쫄이 무스너클 맥케이지 몽클레어psx ps1 구형  360,에틱,타누스,코나,트랙,스캇,엘파마,Smith,검월타이어,픽시,알카본,알류미늄,티타늄,나노,나놋입자,구찌,샤넬,언노운펄스 어드벤스1 어드벤스2,에이지 엔트라,에이지 수프라, 인터프로 미사일,인터프로 독주,아비아브,미니벨로,위더피플,선데이,모토벨로,자이언트,자이언트레인,어반,제피로,바쏘,바소팩터,FACTOR,파스포츠,캐논데일,슈퍼피스타,콜나고,크로몰리,코리마,에콜로직스,도란,노바텍,치넬리,비고렐리,메쉬스틸,메쉬워크,ac1 ac2,펠트tk1,펠트tk3,철인3종,tt바,베이스바,드롭바,트랙바,시쓸릭,불혼바,리치휠,캄파놀로,크로드,도디치,도그마,df4 df3 프리큐사 슈퍼노바,아반티
BT 스텔스,BT 울트라,라이트웨이트,자작,디스크커버,인터프로 아미고,쓰론,나가사와,쓰나미,켄도,스테이트,크레이지,체이서,디티,첼로산렌쇼,코렉스,헤드젯,벨로라인,띠꼬르디,치넬리 레이저,앙카 브릿지스톤,룩795,룩695,룩464룩,364,룩264,룩164,xrs,테슈너,오베아,케니언,가민,속도계.데다,엔진11 헌터브로스,갓앤페이머스,오션블루,캔디플루,3d로터,베가스트,디럭스,뉴에바요크,브레이커,건메탈,ird,코비,국뽕,메탈그레이,벨로시닷,키리커,백스,푸시아,도스노벤타 쿠알라룸푸르,디트로이트,짚404,짚808,보이져,위아위스txt,txtsd,와스지,플래닛x,룩564,트리곤,트랜지션,프롤로고,bmc tr01,bmc tr02,파간gt,로타지오네",8,9,1238,200000,37.6,첼시리그우승,판매완료,9,경기 고양시 일산동구 장항2동,https://www.daangn.com/kr/buy-sell/2022%EB%85%84%EC%8B%9D-%EC%BD%98%EC%8A%A4%ED%83%84%ED%8B%B4-%EC%96%B4%EB%B2%A0%EC%9D%B8-%ED%8C%9D%EB%8B%88%EB%8B%A4-hvdiru1vwnrq/
22/04/2026,콘스탄틴어베인,"콘스탄틴 어베인입니다.
하자는거의없고 타이어2개펑크나서 타이어만갈아끼우면충분히타실수있어요",18,11,709,200000,36.6,안녕하세,판매중,1,제주 제주시 이도2동,https://www.daangn.com/kr/buy-sell/%EC%BD%98%EC%8A%A4%ED%83%84%ED%8B%B4-%EC%96%B4%EB%B2%A0%EC%9D%B8-yht6c8gm1wb6/
15/02/2026,2025콘스탄틴어베인픽시스피드블랙급처,"콘스탄틴 어베인 픽시 자전거입니다
블랙 색상이고요, 사진에서 보시는 것처럼 생활 스크래치는 조금 있습니다
- 가볍고 튼튼한 프레임으로 제작되어 안정적인 주행감을 제공합니다
- 세련된 디자인으로 시선을 사로잡습니다",8,5,513,200000,36.7,성장하는고양이,판매완료,3,인천 서구 공촌동,https://www.daangn.com/kr/buy-sell/2025-%EC%BD%98%EC%8A%A4%ED%83%84%ED%8B%B4-%EC%96%B4%EB%B2%A0%EC%9D%B8-%ED%94%BD%EC%8B%9C-%EC%8A%A4%ED%94%BC%EB%93%9C-%EB%B8%94%EB%9E%99-%EA%B8%89%EC%B2%98-fbqzed7ykzx2/
31/01/2026,콘스탄틴스페셜에디션판/대,"가격 어그로 입니다.
콘스탄틴 어베인 24션식 스페셜 에디션 입니다.
구성 (rx1 핸들바, 카본 주먹스템, 노바텍 40림 휠셋, 안장 라이더스웨이, 바테잎 수퍼카즈 찐 체인 이즈미 젯블랙)도까는 없는 수준입니다. 뒷말 환불 안돼요. ",7,2,559,200000,40.2,정이안좋아합니다,판매완료,1,전북 전주시 덕진구 인후1동,https://www.daangn.com/kr/buy-sell/%EC%BD%98%EC%8A%A4%ED%83%84%ED%8B%B4-%EC%8A%A4%ED%8E%98%EC%85%9C-%EC%97%90%EB%94%94%EC%85%98-%ED%8C%90-%EB%8C%80-rg6y3g711sca/
25/10/2025,콘스탄틴어베인픽시팝니다,"노랑 콘스탄틴 어베인 픽시

- 리어는 알류60림에 파슾 데칼
- 안장에 살짝 찢김 있는데 타는데는 지장 없음
- 치넬리 일체형 카본 핸들바
   브레이크는 앞, 뒤 모두 장착

실컷 닦고, 탈 수있게끔 만들어줬더니 
안 탄다고 변덕을 부리네요.
꼭 구매 하실분만 연락주세요^^
* 대차는 사절, 판매만 합니다. 
 환불은 사양하니 신중한결정하세요.
",8,5,853,200000,40.6,콩콩콩,판매완료,10,대구 북구 구암동,https://www.daangn.com/kr/buy-sell/%EC%BD%98%EC%8A%A4%ED%83%84%ED%8B%B4-%EC%96%B4%EB%B2%A0%EC%9D%B8-%ED%94%BD%EC%8B%9C-%ED%8C%9D%EB%8B%88%EB%8B%A4-9xnwakqze93i/
